attack	comment
0	"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN::: I'm not sure you need to ``apply`` for a username, as it's normally possible to just create and start using one straight away (unless you've been stopped from automatically doing this due to problems associated with your IP?) I accept that you made the edit in good faith, but while WP allows- and supports- anonymous editing, it's generally encouraged to have an account if you're going to be doing anything serious and interacting with other people.NEWLINE_TOKENNEWLINE_TOKEN::: Regarding the subject itself... As I already commented, I'm aware that 8-tracks were sold here at one point- that isn't in dispute. What I'm sceptical about is that they ever had a significant share of the UK market- I've already given my reasons why I'm not willing to accept this blindly. Although I'm too young to have experienced the early-70s first hand, I've seen endless cassettes and cassette equipment from the 70s... I have never, *once* seen an 8-track cartridge nor an 8-track player in the flesh. I've seen no evidence that they were popular fixtures in cars here in that era.NEWLINE_TOKENNEWLINE_TOKEN::: As I said, yes, I know they were sold here at one point, and I'm sure some people had them. That doesn't make them ``very popular``.NEWLINE_TOKENNEWLINE_TOKEN::: I wasn't the person who made the ``relatively unknown in many European countries`` statement. Please note that this is a somewhat vague statement, however, and hence harder to dispute; even if it was massively successful in some European countries it might be ``relatively unknown`` in ``many`` others(!). You can tag it with {{cn}} if you disagree with it, however.NEWLINE_TOKENNEWLINE_TOKEN::: As for my comment ``Even if a few were sold, they were *not* ``very`` nor even ``moderately`` popular in the UK``, this was *not* a part of the article itself (and I would never put an uncited statement like that in). However, your comment *was*, and is held to that higher standard.NEWLINE_TOKENNEWLINE_TOKEN::: ``It was however very popular in the United Kingdom during this period.``NEWLINE_TOKENNEWLINE_TOKEN::: Saying that they're not just ``popular`` (in itself quite a strong statement) but ``very popular`` implies that they had a significant percentage of the overall music market at one point.NEWLINE_TOKENNEWLINE_TOKEN::: Even, *if*, as you say, 8-track sales in the UK matched cassettes' at one stage, when was this? I understand that cassettes took a number of years to really achieve mass popularity. If the statement refers to the time before this, all this (*might*) be saying is that both formats had a comparably minor share of the market at that point (i.e. neither was ``popular``)!NEWLINE_TOKENNEWLINE_TOKEN::: You say that ``I cannot provide evidence for this, and am not sure even where to look``, but, with respect, we *do* need evidence. If the case is as strong as you think, it should be out there.   `"
1	`NEWLINE_TOKEN::::Unblocking an avowed racist and member of the KKK is a de facto racist attitude.  Sorry Firs that you don't understand that principle.  Why don't you complain about me to your buddies at Wikipedia Review.  I'm sure they'll support you.     `
1	"NEWLINE_TOKENNEWLINE_TOKEN==Pathetic Article==NEWLINE_TOKENNEWLINE_TOKENDoesn't mention the historiography whatsoever, whomever wrote this was clearly an imbecile and beneath contempt.   "
1	`NEWLINE_TOKEN::Why are you persisting on creating these. You have made no edits to update them at all.  `
0	". Maybe it was a false start, but I will re-read guidelines and although Wikipedia has not a strict policy, I assure that I will be avoiding edit-wars"
0	NEWLINE_TOKENNEWLINE_TOKEN==Berlin doubling as Romania?==NEWLINE_TOKENNEWLINE_TOKENSources are here: source1 / source2 / source3 / source4.   
1	", 17 March 2010 (UTC)NEWLINE_TOKENNEWLINE_TOKEN:::::As I have already stated, this article is not about the cultural history' of a mental illness diagnosis. The only insight people might gain from what you propose putting here would have to do with cultural history'' of the topic, not the topic itself. I admit that it's a technical distinction, but that's precisely why the two topics need to be clearly labeled and kept separate - because the casual reader (you referenced film fan) might well NOT make the distinction. From that error, misunderstanding will surely arise.NEWLINE_TOKENNEWLINE_TOKEN:::::Film is NOT a good place to learn about PTSD. And, relative to cultural history, where are the sources from which one might construct a section or article on this topic? I have repeatedly asked for them. Not one has been provided. What exactly about the distinction between Primary and Secondary sources do you and others taking here your position not understand? This is becoming tedious, and a time waster.   15:49"
1	NEWLINE_TOKENNEWLINE_TOKEN== hey kid ==NEWLINE_TOKENNEWLINE_TOKENi did not attack you and i don't appreciate the nasty comments on my talk page. grow up 
1	"NEWLINE_TOKENNEWLINE_TOKEN:I will report you for failing to stop users from striking my comment which is against wikipedia policy which states only the commentator can strike a comment if he deems fit, which i am only entitled to do so. My comment does not ontain indescent language and is merely a representation of a fact. They do look alike.    "
1	"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENI think you are a terrible liar and you knew exactly what you were doing when you linked all of the people over to the page and tagged it. Why did you not just leave us alone? We did not bother you, so why come after us just because you are a ``deletionist`` or a ``newpage watcher``? If a idiot like you can become a deletionist, hell, I can too!NEWLINE_TOKENNEWLINE_TOKENThis is all I wanted to say.NEWLINE_TOKENNEWLINE_TOKENThank you,NEWLINE_TOKENMikey`"
1	"Lifts-Her-TailNEWLINE_TOKENCertainly not, kind sir! I am here but to clean your chambers.NEWLINE_TOKENNEWLINE_TOKENCrantius ColtoNEWLINE_TOKENIs that all you have come here for, little one? My chambers?NEWLINE_TOKENNEWLINE_TOKENLifts-Her-TailNEWLINE_TOKENI have no idea what it is you imply, master. I am but a poor Argonian maid.NEWLINE_TOKENNEWLINE_TOKENCrantius ColtoNEWLINE_TOKENSo you are, my dumpling. And a good one at that. Such strong legs and shapely tail.NEWLINE_TOKENNEWLINE_TOKENLifts-Her-TailNEWLINE_TOKENYou embarrass me, sir!NEWLINE_TOKENNEWLINE_TOKENCrantius ColtoNEWLINE_TOKENFear not. You are safe here with me.NEWLINE_TOKENNEWLINE_TOKENLifts-Her-TailNEWLINE_TOKENI must finish my cleaning, sir. The mistress will have my head if I do not!NEWLINE_TOKENNEWLINE_TOKENCrantius ColtoNEWLINE_TOKENCleaning, eh? I have something for you. Here, polish my spear.NEWLINE_TOKENNEWLINE_TOKENLifts-Her-TailNEWLINE_TOKENBut it is huge! It could take me all night!NEWLINE_TOKENNEWLINE_TOKENCrantius ColtoNEWLINE_TOKENPlenty of time, my sweet. Plenty of time.NEWLINE_TOKENNEWLINE_TOKENEND OF ACT IV, SCENE IIINEWLINE_TOKENNEWLINE_TOKEN"
1	"NEWLINE_TOKENMaterazzi is Italy's disgrace. The vistory of Italy come to nothing, it did not have any value because of Materazzi."
1	NEWLINE_TOKENNEWLINE_TOKEN== You fucking cunt ==NEWLINE_TOKENNEWLINE_TOKENYou don't even have the balls to sign your posts.   
0	"NEWLINE_TOKENNEWLINE_TOKEN== Dollar Premium ==NEWLINE_TOKENNEWLINE_TOKENI should welcome a Wikipedia entry on the dollar premium. This was the premium which (at least) UK-resident private investors had to pay to purchase non-sterling quoted securities. The level of the premium was determined by supply and demand, since the amount of foreign currency available was finite.NEWLINE_TOKENNEWLINE_TOKENThe premium must have disappeared automatically when UK exchange controls were abolished in 1979. I do not know when it began. My guesses would be 1931, 1965, start of World War II, and 1949.NEWLINE_TOKENNEWLINE_TOKENIain SmithNEWLINE_TOKEN "
0	"`NEWLINE_TOKENNEWLINE_TOKEN:the code needs to look something like this:NEWLINE_TOKEN{{#switch: {{{3|}}}NEWLINE_TOKEN    | unicode = {{ unicode |{{{1|}}}}}NEWLINE_TOKEN    | ipa = {{ IPA |{{{1|}}}}}NEWLINE_TOKEN    | {{{1|}}} }}NEWLINE_TOKENthe second bit (about switching parameters around) is impossible a royal pain if you're simply trying to expand this template - there's no way for the template to distinguish between the old use of parameter 1 and the new use.  You could do it without too much trouble if you wanted to create a new template, and forward this template through with the parameters repositioned - is it worth the effort, though?   `"
1	"`NEWLINE_TOKENNEWLINE_TOKEN== The Janitors ==NEWLINE_TOKENNEWLINE_TOKENThe ``Janitors`` are those who are meant to do the tidying up on these discussion pages! (No, honestly!) But...this discussion page is a total disaster area! The topics here have NOTHING to do with improving the article! I have a room full of people who are laughing at this untidy, childish discussion page. Wiki's self-important janitors (LOL! You have to larf at their ``title``!) don't keep these pages tidy! If Wiki's janitors are going to treat Wiki as a joke...then that's why Wiki users are going to treat it as a joke! (I'm glad Wiki's janitors are not the janitors at my school!)  When are ``real`` janitors going to log on and get the job done?! Is the pay too low for ``real`` janitors to work on Wiki? Does anybody out there know? Present janitors need not reply (or apply)!`"
0	NEWLINE_TOKEN::And this Wikipedia:Featured list candidates/List of tallest buildings in Toronto.   
0	"NEWLINE_TOKENNEWLINE_TOKEN== Education ==NEWLINE_TOKENNEWLINE_TOKENSorry to say this article kinda lacks. I came here looking for an impartial view on Ken Wilber and also to read about his education and history. Sadly, Double strike! Clearly some people here will know this information. Please share his education, and cull the theory we can find elsewhere in great detail.   "
1	", 4 March 2009 (UTC)NEWLINE_TOKEN:::::That's pretty low, even for you. Talk about sticking the boot in.   20:47"
0	"`NEWLINE_TOKEN:You'll be hard-pressed to determine the origin of the ``grudges`` you are imaging here, for I'd no contact with Orderinchaos at all prior to the filing of this report?Çªunless you believe I meant to retaliate against him for opposing Elonka's second RfA, which I foolishly supported? Only the socking and accompanying dishonesty bothers me, otherwise he seems an intelligent and capable administrator, with whose socks, incidentally, I generally agreed. Do you find it inconceivable that anyone would aim to ensure the integrity of the project, without some nefarious underlying motive?  `"
0	NEWLINE_TOKEN::::::There is so much else to be getting on with rather than going round in circles about effectively one word....
0	"`NEWLINE_TOKEN:I am restoring the notability tag.  I don't see it.  Minor government official, no notability at all. Yeah, does his job and is a person.  *nod* Great.  Nothing to do with WP.-  `"
1	"NEWLINE_TOKENNEWLINE_TOKEN== Wiki editor ==NEWLINE_TOKENNEWLINE_TOKENI think you wiki editors need to asses your co-editor Jetstreamers attitude, he recently undid my Malaysia airlines fleet edit saying the 747 was not mentioned in either of the two refs linked to the table, taking him for his word I added ch-aviation as ref to it, only to find out that ch-aviation and planespotters are a;ready used as refs for fleet and both show one passenger 747 still flying for the airline, why did he lie? if he deleted a fleet type just because there was no ref for the note that the aircraft is being used as a sub for the A380s than thats really pathetic. This guy usually sticks to his own edited articles but have noticed whenever he bears a grudge against someone he starts hounding their accounts or IP to revert their edits if they lack reference or for some trivial issue, again double standards on his part i.e he normally ignores edits on other articles even if its vandalism, like I said if you bring to his notice that both refs show MH flying a single 747 he will argue that they dont mention it subbing for the A380 so thats why he reverted it, is that really valid? couldnt he have just removed the note only? bet he will pop in to add his two cents worth since he is tracking my IP after the flynas edit issue.   "
1	"`NEWLINE_TOKEN:These links have not been discussed and they should.  If they're not included on this page then it should be removed completely as Justin Berry will likely want only his POV or those that parrot it.  It should also be noted that neither of these sites are ``pro-pedophilia``.  In fact, the very opposite.  Justin Berry was 18 when Richards maintained Justin's servers.  Child pornography was added by Justin without the knowledge of Tim Richards.  So for Justin to come on here and claim that a website denouncing Justin's crimes is ``pro-pedophilia``...  well that's just silly.`"
0	"NEWLINE_TOKENNEWLINE_TOKEN== Berkeley Heights Form of Government ==NEWLINE_TOKENMike, Thanks for the update on the Berkeley Heights, New Jersey regarding the change in the form of government. As part of Wikiproject New Jersey, I have been working on updating all 566 New Jersey municipalities to provide details on local government and its structure. Given the lag time in obtaining information on tehse changes, it could have been months before the page would have been updated. I will do some cleanup and wikifying. Thanks for the update!  "
